@relation E__libs_dl4j_dl4j-examples_Thesis-MLClassification_Data_Input_WholeText

@attribute text string
@attribute @@class@@ {1,2,3,4,5,6}

@data
'﻿Eine Lesung mit VIOLA NORDSIECK, HC ROTH und GARRY FLANELL. STARGAST: Migre le Tigre (Singer/Songwriter mit cooler Punkrock-Kante aus Bern)\n\n\nSie kommen aus Berlin und Graz\r\nund haben schon viele Lesungen  zusammen absolviert. Diese Berliner und Grazer Schreiber*innen sind definitiv ein First Grade Product und verkaufen sich natürlich weltweit -\r\noder wortweit? -  besser als die Winkekatze! Jedenfalls dann, wenn sie begleitet werden von Punk-Songwriter MIGRE LE TIGRE, der extra aus Bern kommt, um die Vorleserei aufzumischen. Wer\r\nschon mal eine Katze ohne Winken,  nie aber ein Winken  ohne Katze gesehen hat, soll sich doch mal hereinwinken lassen in die Rote Fabrik. Dort hört ihr davon, wie ein Pinguin \r\nzu Weltruhm kommt, ein Genpool durcheinandergewirbelt wird wie ein Jacuzzi, was ein alternder Punkrocker macht, wenn seine Seele explodiert, und wie man in Berlin eine Wohnung, \r\neine KiTa, ein bisschen Ruhe, Männer und seinen Seelenfrieden finden kann.\n\nIn den Alltagsbeobachtungen, Skurrilitäten und tiergestützten Romanausschnitten des Trios schwingt jede \r\nMenge Rock\'n\'Roll mit - und gelegentlich auch eine Prise Blues. Wenn\'s gut läuft, performieren die drei auch noch die beiden einzigen real existierenden Songs ihrer gemeinsamen A Capella-Punkband „URS GROB BOTSBETRIEB“.\n\nEintritt: Kollekte ',3
'München beweist sich immer wieder als Schauplatz eigenwilliger Lebensweise, Kuriositäten und faszinierender Charaktere. «A bisserl was geht da immer», sagen unsere Schauspieler und geben Einblicke in das «grösste Dorf der Welt». Fernab der Wiesn erzählen sie ihre bayrische Geschichten, inspiriert von Monaco Franze, Baby Schimmerlos, Karl Valentin und natürlich den berühmt-berüchtigt bayrischen Reden – genussvoll, pathetisch und besonders für Nichtbayern: seltsam amüsant.\n\nVon und mit dem Theater Neumarkt Ensemble',3
'ES WAR EINMAL..., «Z’OBERSCHT, A DE TRITTLIGASS» – I DE MITTI VO DE CITY...\n\nWas in den 60er-Jahren von Margrit Rainer, Ruedi Walter, Ines Torelli und Konsorten für ein paar wenige Jahre eingeführt wurde, erlebt 2017 ein prächtiges Revival: Ein Freilicht-Musiktheater, welches mit geschärftem Blick die Stadt Zürich und ihre Menschen und Sonderlichkeiten unter die Lupe nimmt. «Trittligass» nimmt den Spielball und die schönen Züri-Lieder von damals auf und spannt den Bogen ins Jetzt. (Mis Dach isch de Himmel vo Züri – Z’Abig hät Züri en Zauber – Am Bellevue etc.) Und all das auf einem der schmucksten Plätze Zürichs. Ganz oben an der Trittligasse – eben «i de Mitti vo de City».\n\nMit Walter Andreas Müller, Christian Jott Jenny, Barbara Baer, Jürg Randegger, Heidi Diggelmann, Samuel Zünd, Reto Hofstetter, Roberto Turri und dem \nZürcher Staatsorchester Bill von Arx, Robert Weber, August Züger, Phillipp Scholl unter der Leitung von Generalmusikdirektor Andres Joho.\n\nRegie: Christian Vetsch\nRegie- und Produktionsassistenz: Mirjam Germann\nBuch: Jeremias Dubno\nBühne: Martin Fueter\nKostüme: Christine Fueter-Suter\nProduktionsleitung: Corinna Fueter\nProduktion: Amt für Ideen',3
'Die Filmreihe Cine Brasil Marginal bringt Filme nach Zürich, die von Regisseur_innen, Künstler_innen, sozialen - und Menschenrechts-bewegungen, produziert wurden mit dem Fokus auf Themen und Persönlichkeiten,  die abseits stehen; ein Versuch zu mehr Wertschätzung und einer vertieften und aufrichtigeren Debatte.\n \nCine Brasil Marginal ist ein Projekt von Taoca, ein Kollektiv von Künstler-Aktivist_innen. Sie beschreiben sich als persistierende Ameisen, die beabsichtigen, unbequem zu sein und zu politisch-sozialen Reflektionen anzuregen versuchen mithilfe der Kunst und Informationsveranstaltungen.\n​\nUnterstützt wird die Initiative vom LZZ, dem Lateinamerikazentrum der Universität Zürich.\n\nEINTRITT: Kollekte\n\nProgramm: www.taoca.info\n\n-----------------\n\nA mostra de filmes Cine Brasil Marginal tem como proposta trazer filmes para a Suíça (Zurique), produzidos por diretores, artistas, movimentos sociais e de direitos humanos, que colocam sobre o palco temas e personagens que estão às margens, na busca pela valorização de um debate mais honesto e profundo.\n​\nA iniciativa tem o apoio do Centro Latino Americano da Universidade de Zurique e foi produzida pelo coletivo Taoca, um coletivo de “artivistas” que se define como formigas persistentes que tem o intuito de incomodar, e principalmente, de instigar reflexões políticas-sociais através de informação e arte.\n\nEntrada: coleta\n\nProgramação: www.taoca.info',3
'Der Rechberg 1837 taucht in die Welt des Schottischen Hochlands ein. Der Tenor und Whiskyenthusiast Andreas Winkler entführt die Gäste zusammen mit dem Gitarrist Michael Winkler auf eine Reise durch die Schottische Folklore und lässt den Geist des Whiskys aufleben. Als Opernsolist von Zürich über London bis Tokio in der ganzen Welt unterwegs, bringt er mit seiner einzigartigen Stimme Schottische Musikgeschichte in den Rechberg 1837. Begleitet wird sein Auftritt durch eine Whiskyreise und einem Menu, angehaucht vom sagenumwobenen Land der Highlands, Kilts und Dudelsäcke.\n\nKunst und Kulinarik im Rechberg 1837\n\nIm Frühling und im Herbst widmet das Restaurant Rechberg 1837 im Herzen der Zürcher Altstadt die Samstage der Kultur. Ob Musik, Lesungen oder Theater: Zusammen mit spannenden Kulturschaffenden gestaltet das Restaurant Abende, bei welchen Kunst und Kulinarik verschmelzen. Im wohligen Ambiente des Restaurants erleben die Gäste abwechslungsweise spannende Performances auf der Bühne und kulinarische Interpretationen der Künste auf dem Teller. Das Zusammenspiel schafft einzigartige und bewegende Veranstaltungen, welche die Sinne auf mehreren Ebenen berühren.',3
'German course A1.1 every day from 8:45-10:45 am or 13:30-15:30 pm / \nCommunicative and fun teaching methods\nWe place great importance on conversation, realistic roleplaying and active learning. Learning German is supposed to be fun!\n\nQualified and experienced teachers\nOur team consists of competent and motivated teachers, who have several years of experience in teaching German.\n\nModern teaching materials with multimedia features\nVideos, as well as audiovisual and interactive exercises help understanding the grammar, in addition to traditional course books, that include cultural and linguistic aspects of Switzerland.',3
'Woran glauben die Menschen in Zürich? Welche Gebetsräume, welche Kirchen, Moscheen oder Tempel besuchen sie? Welche Sprache versteht ihr Gott? Ist ihr Glaube Privatsache? Ist ihr Glaube politisch? Glauben die Menschen an die Freiheit der Anderen? Diese Fragen stehen am Anfang des Theaterstücks URBAN PRAYERS, das Regisseur Malte Jelden und Autor Björn Bicker bereits in München, Hamburg und zur Ruhrtriennale aufgeführt haben. \nNach mehreren Monaten Recherche vor Ort in Zürich ist das Stück über die religiöse Gegenwart dieser Stadt entstanden und klar: das Thema Glauben ist in unserer säkularen Gesellschaft längst nicht abgehakt. In URBAN PRAYERS ZÜRICH spricht ein «Chor der gläubigen Bürger» – Mitglieder verschiedener religiöser Gemeinden zusammen mit Schauspielerinnen und Schauspielern des Theater Neumarkt.\n\nGesänge, Tänze und Rezitationen von Gemeindemitgliedern ergänzen die Vorstellungen. Im Anschluss an alle Aufführungen bietet sich bei typischen Speisen und Getränken die Gelegenheit, miteinander ins Gespräch zu kommen. Eine Reise in ganz unterschiedliche Lebens-Welten. \n\n\nSerbisch-Orthodoxe Kirchgemeinde «Maria Entschlafen»\n\nAls das Patriarchat der Serbisch-Orthodoxen Kirche von Belgrad Pfarrer Drasko Todorovic 1969 nach Bern schickte, gab es in der Schweiz gerade einmal 8000 serbische Gastarbeiter. Inzwischen ist die Zahl serbischer Einwanderer auf rund 100000 angewachsen und so wurde auch die Serbisch-Orthodoxe Kirche zur drittgrössten christlichen Religionsgemeinschaft der Schweiz. Seit 2015 ist Branimir Petkovic Pfarrer der Kirche «Heilige Dreifaltigkeit» in der Elisabethenstrasse in Zürich, die ebenfalls zur Serbisch-Orthodoxen Kirchgemeinde gehört. Die Kirche «Maria Entschlafen» ist ein prachtvoller Bau in Zürich-Schwamendingen und zieht an kirchlichen Festtagen viele Menschen an. Ihr heutiger Pfarrer Miroslav Simijonovic ist ausgebildeter Ikonenmaler und hat die Kirche selbst bemalt.\nURBAN PRAYERS ZÜRICH spielt im Kirchenraum «Maria Entschlafen» zwischen den farbenprächtigen Ikonen und wird musikalisch durch den Kirchenchor «Bogorodicin» der Gemeinde bereichert. Am Kaminfeuer im Gemeinderaum ist im Anschluss Gelegenheit zum Austausch. Ausserdem bietet Miroslav Simijonovic kunsthistorische Führungen zu den Kirchen-Malereien an.\n\nKoordination: Pfarrer Miroslav Simijonovic und Pfarrer Branimir Petkovic\nKirchenchor «Bogorodicin», Leitung: Igor Marinkovic\n\nSamstag, 10. März 2018\n19:00 Uhr Vorstellung\n20:30 Uhr: Imbiss im Café der Kirche bei Kaminfeuer\nKirche «Maria Entschlafen», Glattstegweg 91,\nZürich-Schwamendingen\nTram 7, 9, Bus 61, 62, 79. Haltestelle: Schwamendingerplatz\nOptional mit Theaterguide ab Zürich HB, Treffpunkt «Gruppen» in der Haupthalle, 18:00 Uhr\n\n\nwww.zh-reformation.ch \n\nAus organisatorischen Gründen empfehlen wir den Vorverkauf. An der Abendkasse ist nur Barzahlung möglich.',3
'Am Samstag, 10. März 2018 heisst es in Zürich wieder: Alles Walzer! \nDas Opernhaus Zürich öffnet seine Türen für eine unvergessliche Ballnacht. Erleben Sie glanzvolle Auftritte der Opernstars Bryn Terfel und Camilla Nylund, stimmungsvolle Momente mit dem Ballett Zürich, und tanzen Sie zu schwungvollen Walzern der Philharmonia Zürich unter der Leitung von Simone Young. \n\nNach der festlichen Balleröffnung sorgen das renommierte Pepe Lienhard Orchester und die feurige Salsa-Band Luisito y su combo für Stimmung im Ballsaal und laden Sie ein, bis in die frühen Morgenstunden das Tanzbein zu schwingen. Des Weiteren erwarten Sie zahlreiche Attraktionen und Live-Acts im ganzen Haus. Tauchen Sie ein in eine Welt aus Kulinarik und Unterhaltung à la française im Bernhardtheater, und besuchen Sie die beliebte Disco auf der Studiobühne. \n\nDer Opernball Zürich ist eine Benefizveranstaltung: Der Erlös fliesst in die Vermittlungsprogramme des Opernhauses Zürich und ermöglicht Kindern und Jugendlichen, sich aktiv künstlerisch zu betätigen und Vorstellungen des Opernhauses zu besuchen.\n\nDresscode: Frack, Smoking und Abendkleid\n\nWeitere Informationen zum Programm: https://opernhaus.ch/home/opernball/programm/\nBestellen Sie Ihre Karten per E-mail an opernball@opernhaus.ch',3
'Johann Sebastian Bachs Sonaten und Partiten für Violine; Konzert des Studio für historische Aufführungspraxis mit Midori Seiler',3
'Der Schweizer Grosselterntag am 11. März 2018 wird selbstverständlich auch im #FIFAMuseum gefeiert. In Kooperation mit «GiM – Generationen im Museum» wird der perfekte Tag für mehrere Generationen geboten. \n\nGemeinsam können Sie durch die Geschichte des Fussballs reisen. An diesem Sonntag geniessen Enkelkinder in Begleitung eines Grosselternteils Gratiseintritt (Aktion gilt nur für Kinder in Begleitung mit Grosseltern).\n\nZudem laden wir am Schweizer Grosselterntag zu kostenlosen Sonderführungen ein. Wir begleiten Sie auf eine Tour durch unsere faszinierende Ausstellung und richten dabei den Fokus auf Geschichten, Entwicklungen und Gegensätze von gestern bis heute. Pelé oder Messi? Libero oder falsche Neun? England 1966 oder Brasilien 2014? Unsere Tourguides verwandeln die Führungen in ein sympathisches Generationenduell nach Fussballart.\n\nNicht verpassen: Die kostenlosen öffentlichen Touren dauern 90 Minuten, werden in deutscher Sprache geführt und beginnen jeweils um 11.00 und 13.30 Uhr!\n\nWir empfehlen ein Mindestalter von sechs Jahren.',3
'﻿Seit 1999 bildet das MAZ – Die Schweizer Journalistenschule in Luzern Fotojournalisten aus. Vier ehemalige Studenten zeigen nun freie, bisher noch nicht publizierte Arbeiten. Mit\r\nFranziska Rothenbühler, Tomas Wüthrich, Markus Forte und Mario Heller.\n\nEinmal jährlich zeigen wir während eines Monats zeitgenössischen Bildjournalismus in klassischer und/oder\r\nmultimedialer Form. Wir vermitteln Positionen, von denen wir überzeugt sind, dass diese aussergewöhnliche Qualität in fotografischer und erzählerischer Form aufweisen und\r\nexemplarisch wiedergeben, was wir am MAZ in der Ausbildung vermitteln.',3
'Stage Against the Machine ist die monatliche Ensembleshow von Tobertus Habicht. Komplett improvisiert und ohne doppelten Boden spinnen sie Geschichten aus dem Moment und lassen sich von diesen so weit treiben, bis es kein Zurück mehr gibt.\n\nDie Raubvögel begeben sich auf weitere Höhenflüge und zeigen dabei Improvisationstheater vom Feinsten – der «Harold» und «Tutti Frutti» stehen im März auf dem Programm. Ein Abend voller Witz und Spielfreude ist garantiert – spätestens nach dieser Show ist der Frühling offiziell eingeläutet! \n\nSpieler: Björn Bongaards, Daniela Landert, Dominique Lautenschlager, Donat Feijóo, Linda Gygli, Patricia Keller, Simone Freimann-Vicuña\n\nAm 14. März 2018 im Dynamo, Werk 21\nWasserwerkstrasse 21, 8000 Zürich \n(nur wenige Gehminuten vom Zürich-HB entfernt)\n\nTüröffnung 19:00 Uhr / Beginn 19:30 Uhr\nEintritt: SFr. 15.- / SFr. 12.- (Legi, Studenten, AHV)\n\nTicketreservation: https://www.tobertushabicht.ch/stageagainstthemachine4\n\nMit freundlicher Unterstützung und in Kooperation mit dem Verein IMPROCHÄLLER\nwww.improchaeller.ch',3
'Unsere Cabin Crew braucht Verstärkung!\nWerde Teil der Cabin Crew und fliege mit uns rund um den Globus. Wir freuen uns auf deine Talente und deine Persönlichkeit.\n\nGerne laden wir Interessenten, welche unser Anforderungsprofil erfüllen, zu einem Berufsinformationsabend ein.\n\nDu kannst dich aus erster Hand über den Beruf Flight Attendant bei Edelweiss informieren. Gerne beantworten wir dir Fragen zum Beruf, der Ausbildung und den Anstellungsbedingungen.\n\nAufgrund der beschränkten Teilnehmerzahl ist eine Anmeldung via frontoffice@flyedelweiss.com erforderlich.',3
'Neu 2018\nPaul Kobel der Gesichter \"Spuren\" Leser kommt dieses Jahr 5x ins Baryton. \nDas 1. Mal diesen Freitag 2. März zum Springbreak lesen. Kurz aber bündig und OHNE ANMELDUNG!\n\nBEIM 4 JAHRESZEITEN  LESEN KANNST/solltest DU DICH/EUCH ANMELDEN,  intensiveres längeres lesen.  \n\nDIESER EVENT IST 4X IM JAHR\n\nDas 1. Mal am Karfreitag ab 17:00 Uhr. Gelesen wir ab 18:30 Uhr\nAnmeldung mit PN AN Willy Boos // Andrea Bräger // Paul Kobel\n\nDJ Classick sorgt ab 20:00 Uhr für die KARFREITAG STIMMUNG!\n\nBei schönem März Wetter werden wir am Karfreitag auch einen Grill in Betrieb haben. \nDas Grillgut bitte SELBER mitbringen. Jeder DARF selber Grillen.          Low Cost big Fun!!!',3
'Charles Linsmayer im Gespräch mit Silver Hesse über Hermann Hesse\n\nAngehörige und Partner im Gespräch über grosse Autorinnen und Autoren des 20. Jahrhunderts. Der Architekt und Planer Silver Hesse erinnert sich an seinen Grossvater, den Literaturnobelpreisträger Hermann Hesse.\n\nVon Hermann Hesse, geboren 1877 in Calw, gestorben 1962 in Montagnola, gäbe es so viel zu sagen, dass man nicht weiss, wo anfangen. In «Peter Camenzind» (1904) noch ganz Romantiker, mit «Demian» (1919) und vor allem mit «Der Steppenwolf» (1927) ein moderner Seelendeuter, im «Glasperlenspiel» (1943) ein gorsser Humanist und Bewahrer der Tradition, formulierte er selbst am klarsten, was er eigentlich wolle: Er habe an vielen Dingen keine Freudie, die «der Stolz der heutigen Menschheit sind», glaube nicht an die Technik, «ja nicht einmal an die Demokratie», während er vor dem, was man so Natur nenne, «eine unbegrenzte Hochachtung» habe.',3
'Talk: Müll als Material im Werk von Abraham Cruzvillegas \nDr. Peter Krieger\nProf. Dr. Peter J. Schneemann\n60 min\nGespräch auf Deutsch\n\nIn der Ausstellung «Autorreconstrucción: Social Tissue» von Abraham Cruzvillegas \n\nDas Gespräch behandelt den ökologisch-ästhetischen Aspekt im Werk des Künstlers. Konkret geht es um das noch unvollendete Projekt einer Müllmauer im ökologischen Reservegebiet der mexikanischen Universitätsstadt (Repsa). Die Debatte geht um die Frage, wie künstlerische Strategien alternatives Wissen rund um die Zerstörung von Lebenswelten im Anthropozän beitragen und damit auch politische Wirksamkeit entfalten können.\n\nDr. Krieger ist im Rahmen seiner Studien zum Bild der Megastadt, vor allem der Slumgebiete, auf die künstlerische Verarbeitung des Themas «Selbstbau» (autoconstrucción) bei Abraham Cruzvillegas gestossen. Seit 2015 arbeitet er mit dem Künstler für das oben erwähnte Müll-Mauerprojekt zusammen. Prof. Dr. Schneemann und Dr. Krieger haben in Projekten zur mexikanischen Gegenwartskunst zusammengearbeitet. Sie kennen sich seit der gemeinsamen Arbeit im Vorstand des Weltkunsthistorikerverbandes CIHA/UNESCO (2004-2012).\n\nDr. Peter Krieger promovierte an der Universität Hamburg und ist seit 1998 Forschungsprofessor (investigador) am Institut für Ästhetische Forschungen (Instituto de Investigaciones Estéticas) und Professor für Kunstgeschichte und Architektur an der mexikanischen Nationaluniversität (UNAM); 2004 bis 2012 war er Vizepräsident des internationalen Kunsthistorikerverbandes CIHA/UNESCO.\n\nProf. Dr. Peter J. Schneemann ist Professor für Kunstgeschichte der Moderne und der Gegenwart an der Universität Bern.\n\n --\n\nTrash as material in the work of Abraham Cruzvillegas\nDr. Peter Krieger in conversation with\nProf. Dr. Peter J. Schneemann\n60 min\nIn German\n\n\nThis discussion examines the ecological and aesthetic aspect of the artist’s work. Specifically, it looks at the ongoing project to create a trash wall in an ecological reserve on the University City campus in Mexico City (REPSA). It asks how artistic strategies can contribute alternative knowledge regarding the destruction of habitats in the Anthropocene and so make a political impact.\n\nDr. Krieger first encountered Abraham Cruzvillegas’s artistic investigations of self-building (autoconstrucción) when studying the image of the megacity and in particular slum areas. He has been working with the artist on the trash wall project since 2015. Prof. Schneemann and Dr. Krieger have collaborated on projects related to contemporary Mexican art. They have known each other since working together on the board of the International Committee for Art History CIHA/UNESCO (2004–2012).\n\nDr. Peter Krieger obtained his doctorate from the University of Hamburg and has been a research professor (investigador) at the Institute of Aesthetic Research (Instituto de Investigaciones Estéticas) and Professor of Art History and Architecture at the National Autonomous University of Mexico (UNAM) since 1998; from 2004 to 2012 he was Vice Chair of the International Committee for Art History CIHA/UNESCO.\n\nProf. Peter J. Schneemann is Professor of Modern and Contemporary Art History at the University of Bern.',3
'Endlich ist wieder Nebenrolle Natur Festival Zeit. Dieses Jahr in der Wandellust im Züricher Seefeld. Euch erwarten die besten Filme, die kompetentesten Experten und viele viele tolle Menschen. \n\nHier unser Filmfestivalprogramm 2018\n\nDonnerstag, 15. März 2018\n19:30 Uhr - Eröffnung mit Geschwister der Bäume \n\nFreitag, 16. März 2018\n17:30 Uhr - Rise - Sacred Water\n19:00 Uhr - Trading Paradise\n21:00 Uhr - Als Paul über das Meer kam \n\nSamstag, 17. März 2018\n12:00 Uhr - Bauer Unser\n14:30 Uhr - Singvögel in Not   \n16:30 Uhr - Intelligente Bäume\n18:30 Uhr - Alptraum  \n21:00 Uhr - Die Spur \n\nSonntag, 18. März 2018\n10:00 Uhr - Veganer Brunch   \n12:30 Uhr - Empathy \n14:30 Uhr - Roundup, der Prozess\n17:00 Uhr - Die Göttliche Ordnung \n19:30 Uhr - My Stuff\n\nMehr Infos, Trailer, Tickets, auf www.nnff.ch',3
'Ein Human Library ist ein Raum um mit Menschen, die etwas bestimmtes erlebt haben oder schlichtweg einen anderern Hintergrund haben als man selbst, in ein Gespräch zu kommen um Perspektiven zu erweitern. Im Gegensatz zu einem Buch kann man bei einem Human Library direkt mit dem Menschen und den Geschichten in Verbindung treten - und über die unterschiedlichen Perspektiven lernen als auch die eigene Perspektive relativieren. Was haben diese Menschen erlebt? Wie sind sie mit dem umgegangen, was Ihnen entgegengekommen ist. Was sind Unterschiede und Gemeinsamkeiten in ihrem und meinem Leben? Welche unterschiedlichen oder gleichen Perspektiven und Meinungen haben wir? Komm zum Begegnungsraum am Samstag von 12:30 - 14:30 um dich mit Menschen vielfältigen Hintergrund zu verbinden!',3
'Diese Vorstellung findet in der Krypta des Grossmünster statt. \n\n«Hanna Eichel bringt JUDAS auf eine Weise vor ihr Publikum, die gross im Kleinen ist. Sie flirtet, fesselt mit Charme, fixiert ihre Zuhörer, ist amoralisch moralisch, ist die sanfte Tyrannin. Verflixt gefährlich ist diese Figur in ihren verführerischen, verschwörerischen Bekenntnissen.» NZZ\n\n«Es ist auffällig, dass in den Porträts, die über die Jahrhunderte entstanden sind, Judas immer hässlicher und böser dargestellt wurde. Judas wird von Menschen verhöhnt, damit sie ihre eigenen Seelen rein waschen», schreibt Lot Vekemans zu ihrem Anti-Helden. JUDAS handelt von einem Mann, dessen Name für Verrat steht. Einem Mann, der jahrhundertelang von jedem geschmäht wurde. Doch wäre ohne diesen Menschen und ohne seinen Judaskuss das Christentum nie zu einer der grossen Weltreligionen geworden. Seitdem gibt es unzählige Spekulationen über den Zweck seiner Tat, seinen Zorn und seine Selbstbehauptung. Nach zweitausend Jahren ist es an der Zeit, dass Judas selber spricht und seine Tat wieder auf ein menschliches Mass zurückführt.\n\nRegie: Tom Schneider\nRaum: Besim Morina\nSound: Sandro Tajouri\n\nMit: Hanna Eichel \nFoto: Cristiano Remo',3
'Ein Abend aus Bruchstücken in einem Guss\n\nAls die beiden gefragt wurden, ob sie gemeinsam auf der Bühne stehen möchten,\nantworteten sie in der für sie gewohnten Begeisterung mit „Warum nicht?“\nZum Leidwesen der Künstler sprach einfach nichts dagegen oder hielt zumindest den Mund.\nAlso begannen Köbernick und Waghubinger gemeinsam zu arbeiten und kamen der\nAntwort näher als ihnen lieb war.\nWarum nicht - diese oft letzten Worte von Chemikern und Alchemisten.\nEin Experiment ist es gewiss.\nKöbernick und Waghubinger laborieren auf der Bühne und passen ganz wunderbar\nnicht zusammen. Tischbombe oder Feuerwerk. Und wenn sich der Rauch gelegt hat,\nwird die Frage „Warum nicht?“ sich wohl nie wieder so stellen wie zuvor.\n\nSie haben noch Zweifel?\nWarum nicht.\n\nStefan Waghubinger ist Österreicher, lebt aber seit 30 Jahren in Deutschland. Deshalb betreibt\ner österreichisches Jammern und Nörgeln mit deutscher Gründlichkeit.\n(Goldener Stuttgarter Besen (SWR Kabarettpreis) 2011, Das Schwarze Schaf 2012)\n\nMehr zu Stefan Waghubinger\n\nUta Köbernick schlägt als scheinintegrierte Deutsche in der Schweiz ihre Ostberliner Wurzeln\ntief in die Blumentöpfe unsrer Vorurteile. Aus der Sicht des Merkurs lebt sie hinterm Mond. Diese\nEinsicht stattet sie mit einer Demut aus, die sie gekonnt zu verbergen weiß.\n(Deutscher Kleinkunstpreis 2009/ Salzburger Stier 2016)\n\nMehr zu Uta Köbernick',3
'Gespräch / Vortrag: Heidi Witzig und Gäste\n\nIn der Ausstellung «Autorreconstrucción: Social Tissue» von Abraham Cruzvillegas \n\nhttp://cruzvillegas.kunsthaus.ch/de\n\n\nEnde August 2016 riefen Frauen im Seniorinnen-Alter den Verein «KlimaSeniorinnen» ins Leben. Dieser setzt sich für den Schutz unserer Grundrechte ein, insbesondere für unser Recht auf Leben. Damit engagieren sich die «KlimaSeniorinnen» für den Erhalt der natürlichen Lebensgrundlage für sich, ihre Enkelkinder und alle zukünftig Lebenden. Im Oktober 2016 stellten sie ihre Klimaklage der Öffentlichkeit vor und kämpfen seither weiter.\n\nHeidi Witzig ist seit 1968 in der Frauenbewegung aktiv. Sie ist Historikerin und engagierte Grossmutter aus Winterthur. Sie wird mit Gästen über Fragen von Solidarität und Generationenzusammenhalt im Hinblick auf den Klimawandel diskutieren.\n\nEintritt im Ausstellungsticket inbegriffen. Keine Anmeldung erforderlich.\n\n--\n\nThe “KlimaSeniorinnen” association was created by female senior citizens at the end of August 2016. It campaigns for the protection of our fundamental rights, especially the right to life. Its members are committed to the preservation of humanity’s essential natural resources for themselves, their grandchildren and future generations. They presented their climate complaint to the public in October 2016 and have been fighting for it ever since.\n\nHeidi Witzig has been active in the women’s movement since 1968. She is a historian and dedicated grandmother from Winterthur. She and her guests will discuss issues of solidarity and intergenerational cohesion with reference to climate change.\n\nAdmission included in the exhibition ticket. Booking not required.',3
'Orpheus, der Weltenwandler und Grenzgänger, Urbild des Musikers und Opernstoff schlechthin, arbeitet sich über die Jahrhunderte immer wieder an den existenziellen Fragen um Leben und Tod, Natur und Künstlichkeit ab. Diesmal stellt ihm die Freie Oper Zürich auf dem Weg zur Geliebten im Schattenreich eine ganze Armada von Musiker*innen zur Seite. Die Freie Oper Zürich arbeitet in kollektiver Verschränkung und schafft Musiktheater jenseits der etablierten Strukturen.\n\nORPHEUS\nMusiktheater von Dominique Girod und Corsin Gaudenz mit der Freien Oper Zürich\n\nDi 6. März, 20 Uhr Premiere\nDo 8. / Fr 9. / Sa 10. / Do 15. / Fr 16. / Sa 17. März, 20 Uhr & So 11. März, 18 Uhr\nFabriktheater Rote Fabrik\n\nWIR MEINEN:\nGrosse Oper im kleinen Fabriktheater: Zum zweiten Mal demonstriert die Freie Oper Zürich, wie beglückend Dichtestress\nsein kann!\n\nReservationen: fabriktheater@rotefabrik.ch oder 044 485 28 58\nTicketpreise: 30.-/ AHV, Legi 20.-/ Kulturlegi 15.-/ Soli-Eintrittspreis 100.-\nMenschen mit Aufenthaltsbewilligung N oder F haben freien Eintritt für alle Veranstaltungen.\n\nKomposition, Musikalische Leitung, Kontrabass Dominique Girod Text, Inszenierung Corsin Gaudenz\nDramaturgie Benno Muheim\nKonzeptberatung Barbara Pfyffer\nCo-Choreographie Romain Guion\nBühne Sophie Krayer\nKostüm Carola Ruckdeschel\nLicht Markus Brunn\nProduktionsleitung Lisa Nolte\nSpiel Denise Wintsch\nGesang Isa Wiss, Irina Ungureanu, Niklaus Kost, Philipp Caspari Tanz Kuan-Ling Tsai, Manel Salas\nSaxophon Tobias Gerber\nTrompete Matthias Spillmann\nKlavier Tamriko Kordzaia, Rafael Rütti\nGitarre Urs Vögeli\nPerkussion Sebastian Hofmann\nVioline Ivana Pristasova\nBratsche Petra Ackermann\nCello Karolina Öhman\nKorrepetition Satoko Kato\nProduktion Freie Oper Zürich\nKoproduktion Fabriktheater Rote Fabrik Zürich\nGefördert durch Stadt Zürich Kultur, Pro Helvetia Schweizer Kulturstiftung, Fachstelle Kultur Kanton Zürich, Landis & Gyr Stiftung, GGKZ Gemeinnützige Gesellschaft des Kantons Zürich, Schweizerische Interpretenstiftung, Georges und Jenny Bloch-Stiftung, Fondation Nicati-de Luze\nPartenariat Fondation Nestlé pour l’Art\nwww.freieoper.ch',3
